modelId,createdAt,last_modified,predicted_tag
sayakpaul/cartoon-control-lr_1e-4-wd_1e-4-gs_10.0-cd_0.1,2024-12-25 08:36:24,2025-01-05 12:16:33,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Image and video acquisition', 'Active vision']"
ifc0nfig/whisper-small-hi-vyapar,2024-12-31 09:14:07,2025-01-02 10:42:53,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
mradermacher/MCQ-o1-GGUF,2024-12-03 10:57:47,2024-12-03 11:04:24,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Multi-task learning', 'Transfer learning']"
MayBashendy/ArabicNewSplits7_B_usingALLEssays_FineTuningAraBERT_run1_AugV5_k10_task2_organization,2025-01-18 14:54:15,2025-01-18 21:43:19,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Machine translation']"
danihdms/cat_dog_root_me,2025-01-27 15:08:11,2025-01-27 15:08:22,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Image representations']"
kostiantynk-out/cbbf4b5c-a940-4f8f-8612-11e78370737a,2025-01-23 10:53:54,2025-01-23 10:57:59,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
shreyashvora/ft_checkpoint-checkpoint-0-3,2025-01-17 13:34:27,2025-01-17 14:08:38,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
nhoxinh/ef6e83a4-c372-4b24-8674-6571da5dfaf2,2025-01-15 18:15:06,2025-01-15 19:47:11,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
Keltezaa/female-masturbation-fingering,2025-01-21 07:06:14,2025-02-27 19:52:54,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
lesso08/8a69dc5e-1b03-491f-af0a-747f68dc98fe,2025-01-25 08:03:02,2025-01-25 10:22:02,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
great0001/e55702de-d057-4c4b-8dc7-23f9b6fec6e9,2025-01-11 00:12:47,2025-01-11 00:13:51,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
John6666/jaim-just-another-illustrious-merge-v3-sdxl,2025-01-29 08:19:50,2025-01-29 08:27:12,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Regularization']"
VERSIL91/fccff88a-20c5-4218-a894-4b15b163ce87,2025-01-05 15:29:40,2025-01-05 15:34:48,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
thaffggg/aeda3ea1-cf11-4519-a9f2-0acaf9ba2e4d,2025-01-11 07:08:54,2025-01-11 07:17:08,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
prxy5607/27141db4-a397-4466-ab7d-2634a4783e09,2025-01-21 21:10:55,2025-01-21 21:33:26,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
chauhoang/d0839f9f-293b-41b8-9a7f-f010911cb3ce,2025-01-07 23:32:31,2025-01-07 23:40:54,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
mradermacher/simpo-oh-dcft-v3.1-llama-3.3-70b-GGUF,2025-01-18 02:41:53,2025-01-18 03:54:19,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Description logics']"
nblinh/2ecee797-dab6-41c7-a061-1c822a21b5d9,2025-01-29 02:20:18,2025-01-29 02:48:30,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Vagueness and fuzzy logic']"
osunlp/UGround-V1-2B,2025-01-03 15:54:50,2025-02-16 20:03:27,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Computational control theory']"
nblinh63/dcfa866f-01ad-47bf-b1ca-ec0fa8384f12,2025-01-25 00:29:42,2025-01-25 00:42:29,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
tonyc666/text_summarization-Q4_K_M-GGUF,2025-01-29 10:16:31,2025-01-29 10:16:33,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Lexical semantics']"
midhunesh/finetuned-indian-food,2025-01-18 06:56:05,2025-01-18 08:09:34,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Image representations']"
daniel40/99497d89-e4bf-4155-8696-751c0421fea0,2025-01-24 23:25:12,2025-01-24 23:26:20,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
kk-aivio/825f504c-ef85-4f8e-ae13-0a5a1f581cb1,2025-01-24 22:48:49,2025-01-24 22:49:18,"['Computing methodologies', 'Artificial intelligence', 'Machine learning']"
nhoxinh/d48ff483-0428-4285-827f-bf2f085d5e00,2025-01-21 01:32:52,2025-01-21 02:06:30,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning settings', 'Learning from demonstrations']"
leixa/f2b0e5ab-8940-45f1-9910-b22bcece371f,2025-01-25 10:53:13,2025-01-25 14:17:45,"['Computing methodologies', 'Other']"
lesso11/737018d4-6ab6-40e8-b5c0-b21b74ad4532,2025-01-27 07:30:48,2025-01-27 07:45:18,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
error577/fdf6ab0a-33b7-4c7d-836a-fd1a1c9bf1ac,2025-01-21 11:17:01,2025-01-21 11:35:40,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
irishprancer/e71a3d3d-cfa2-4d9b-9ee4-b2a339d5541b,2025-02-27 08:39:50,2025-02-27 13:59:39,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Vagueness and fuzzy logic']"
AaronFeng753/aya-expanse-8b-abliterated-Q4_K_S-GGUF,2025-02-05 05:41:56,2025-02-05 05:42:19,"['Computing methodologies', 'Artificial intelligence', 'Distributed artificial intelligence', 'Multi-agent systems']"
kirankotha/speecht5_finetuned_emirhan_tr,2025-02-13 09:16:32,2025-02-13 09:42:17,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
PrunaAI/hivemind-gpt-j-6B-8bit-bnb-8bit-smashed,2025-02-27 14:15:00,2025-02-27 14:21:05,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Description logics']"
nttx/55dd48d7-e7cf-4667-9edf-6923fdc653a6,2025-02-15 21:51:15,2025-02-15 23:18:38,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
RichardErkhov/Takvmi_-_model_pmc_gamma_0.05_noise0.1_0.1_epoch0-gguf,2025-02-12 00:23:27,2025-02-12 00:32:41,"['Computing methodologies', 'Artificial intelligence', 'Distributed artificial intelligence', 'Multi-agent systems']"
niklasm222/Qwen-0.5B-GRPO,2025-02-25 16:14:26,2025-02-25 16:14:35,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
Anony-mous123/BioMistral-7B-chat,2025-02-18 13:34:56,2025-02-27 15:16:31,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Semantic networks']"
magnifi/parser_user_v34b_epoch_6_lr_0.002,2025-02-20 21:38:43,2025-02-20 21:41:00,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
yamatazen/EtherealLight-12B,2025-02-23 09:29:43,2025-02-23 15:28:09,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
B0ketto/tmp_trainer,2025-02-14 19:53:42,2025-02-20 09:42:12,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
MeriDK/AstroM3-CLIP-photo,2025-02-19 22:34:53,2025-03-05 13:48:22,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Classification and regression trees']"
huihui-ai/Mistral-Small-24B-Instruct-2501-abliterated,2025-02-01 06:15:21,2025-02-02 12:30:07,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
baby-dev/e690cc68-ab64-459b-b0c8-864fce4a47d3,2025-02-12 01:53:00,2025-02-12 02:11:44,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
jonelganalon/lexitron-phi-4,2025-02-24 15:01:52,2025-02-24 15:16:38,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
ClarenceDan/2e346085-72df-4b14-832b-52842e992403,2025-02-22 19:53:01,2025-02-22 20:04:52,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
Triangle104/DSR1-Distill-Qwen-7B-RP,2025-02-09 12:16:06,2025-02-27 09:41:53,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
Yntec/SomethingRemix,2025-02-06 11:07:32,2025-02-06 19:19:48,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
JuanjoGT13/ppo-CartPole-v1,2025-02-24 16:56:02,2025-02-24 17:51:35,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Sequential decision making']"
arliman/Sophie.Rain.Leak.VIRAL.Leaked.VIDEO.TELEGRAM.LINKS.XXX,2025-02-13 02:15:31,2025-02-13 02:17:21,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
wATCH-Sophie-Rain-Spiderman-New-Video/Sophie.Rain.Spiderman.New.Video.Tutorial.Official,2025-02-27 16:21:28,2025-02-27 16:33:49,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
orcn/qwen2.5-finte,2025-02-27 19:58:54,2025-02-28 12:05:36,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
SHIVATEJA21/flan-t5-base,2025-02-15 05:56:13,2025-02-15 05:56:17,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
John6666/swedishfish-v20-sdxl,2025-02-17 06:08:36,2025-02-17 06:15:35,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Semantic networks']"
FabianToSpace/llamarizer-8b-gguf,2025-02-11 17:41:25,2025-02-11 17:43:35,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Learning latent representations', 'Deep belief networks']"
Davesc78/distilbert-base-uncased-finetuned-emotion,2025-03-13 02:18:33,2025-03-15 19:57:20,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
RichardErkhov/Karsh-CAI_-_SuZhiDiXia-7B-8bits,2025-03-27 18:04:12,2025-03-27 18:11:11,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
kristaller486/T-lite-it-1.0-bnb-4bit,2025-03-05 10:20:35,2025-03-05 10:25:48,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Inverse reinforcement learning']"
llm-jp/llm-jp-modernbert-base,2025-03-16 14:13:51,2025-06-18 04:52:37,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
teland/connections-qwen-curriculum-10epochs,2025-03-02 10:54:02,2025-03-02 11:04:03,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
rayonlabs/CodeLlama-13b-hf-alpaca_jp_python-aca25bd2-1dd7-43c0-9b3f-78070c2b1964,2025-03-27 06:09:47,2025-03-27 06:09:49,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning settings', 'Batch learning']"
LHRuig/familaasx,2025-03-25 18:15:43,2025-03-25 18:16:01,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Computational control theory']"
Bilal2912/red_lehenga_all_images,2025-03-04 09:58:03,2025-03-04 10:23:58,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Logic programming and answer set programming']"
RichardErkhov/chsubhasis_-_ai-tutor-towardsai-updated-gguf,2025-03-19 05:29:25,2025-03-19 05:32:46,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning settings', 'Learning from demonstrations']"
texanrangee/fc2741ba-f9e3-4c4b-834a-1372f3b0211c,2025-03-12 05:34:26,2025-03-12 08:37:35,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Logic programming and answer set programming']"
lesso03/70dd9336-5f34-438a-889f-1a7be053cf48,2025-03-23 03:57:43,2025-03-23 04:19:56,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning settings', 'Learning from demonstrations']"
TareksLab/L-MERGE1,2025-03-23 14:05:43,2025-03-23 14:15:16,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning settings', 'Batch learning']"
xw17/Qwen2.5-1.5B-Instruct_finetuned_1_def,2025-03-29 22:08:02,2025-03-29 22:10:09,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
irishprancer/42da6421-3cfb-42ca-ab63-4caa17168358,2025-03-03 19:50:32,2025-03-03 20:07:08,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
Aniket1/deepseek-math-7b-instruct-Q3_K_M-GGUF,2025-03-04 08:56:35,2025-03-04 08:56:52,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Factorization methods', 'Factor analysis']"
mradermacher/MT3-Gen8-gemma-2-9B-i1-GGUF,2025-03-11 03:40:51,2025-03-11 04:46:45,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Motion path planning']"
denisrtyhb/reward_model,2025-03-07 02:09:52,2025-03-07 04:38:18,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Adversarial learning']"
soumitsr/SmolLM2-135M-Instruct-article-digestor-4bit,2025-03-31 18:52:36,2025-04-02 23:38:24,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
MinaMila/phi3_Adult_2ep_22,2025-03-28 02:33:14,2025-03-28 02:35:47,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
RichardErkhov/muhammadIsmail_-_llama_3.2_3b_RU-Classifier-awq,2025-03-09 07:31:18,2025-03-09 07:33:03,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
mradermacher/irusl_02boom-7-GGUF,2025-03-13 12:30:03,2025-03-13 12:53:05,"['Computing methodologies', 'Artificial intelligence', 'Distributed artificial intelligence', 'Multi-agent systems']"
wATCH-Sophie-Rain-Spiderman-New-Video-HQ/Sophie.Rain.Spiderman.Video,2025-03-01 23:35:03,2025-03-01 23:35:12,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Image and video acquisition', 'Hyperspectral imaging']"
yamatazen/Shirayuki-SCE-9B-Q4_K_M-GGUF,2025-03-08 14:09:27,2025-03-08 14:09:58,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
Neetree/DeepSeek-R1-Distill-Llama-8B-OpenR1-Math-8k,2025-03-13 21:53:37,2025-03-13 21:55:01,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
NikkeS/lora_fine_tuned_bart,2025-03-05 15:01:54,2025-03-05 19:57:29,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Reinforcement learning', 'Inverse reinforcement learning']"
NEW-EXCLUSIVE-VIDEO/FULL-CLIP-Sophie.Rain.SpiderMan.viral.leaked.original.video.Official.Trending.Now,2025-04-08 11:41:31,2025-04-08 11:42:25,"['Computing methodologies', 'Artificial intelligence', 'Control methods', 'Robotic planning']"
CohenQu/Qwen2.5-3B-Instruct_MedMCQA.11.01,2025-04-26 02:56:40,2025-04-26 03:45:59,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Description logics']"
StepLaw/StepLaw-N_536M-D_49.0B-LR1.95E-03-BS262144,2025-04-12 21:08:02,2025-04-15 16:54:15,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
kiyam/ddro-nq-tu,2025-04-28 13:09:34,2025-04-28 13:20:47,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Semantic networks']"
st3ven/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-slimy_peaceful_shrimp,2025-04-01 00:59:25,2025-04-03 05:42:37,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Logic programming and answer set programming']"
New-Camilla-Araujo-Viral-Video-Leaks/ViRAL.Camilla.Araujo.Video.Go.Viral.Link.Video.Leaks.Tutorial,2025-04-27 02:57:31,2025-04-27 02:58:58,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
Moaaz5/arabic-english-translation,2025-04-24 14:02:43,2025-04-30 16:04:02,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Machine translation']"
benfredj2/cv-generator003,2025-04-27 11:01:06,2025-04-28 01:30:49,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
sagar2000/whatsapp,2025-04-26 18:22:36,2025-04-26 18:22:50,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
dapof/DALI_LoRA,2025-04-05 11:41:47,2025-04-05 11:41:51,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
lesso16/7b131b51-42cf-491d-8a12-c0590b744826,2025-04-07 12:21:03,2025-04-07 14:02:41,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing']"
mlfoundations-dev/Qwen2.5-7B-Instruct_d1_science_longest,2025-04-28 11:33:09,2025-04-28 11:36:15,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
AliHassna/ministral-lora-checkpoints,2025-04-25 21:07:21,2025-04-27 04:53:24,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
dgambettaphd/M_llm2_gen0_run0_WXS_doc1000_synt64_tot128_SYNLAST,2025-04-28 23:07:50,2025-04-28 23:10:20,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
genki10/BERT_V8_sp10_lw40_ex30_lo00_k1_k1_fold2,2025-04-24 10:53:50,2025-04-24 11:13:44,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
RichardErkhov/Gunulhona_-_Gemma-Ko-Med-4bits,2025-04-08 15:42:01,2025-04-08 15:45:35,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
Wachiraya/speecht5_finetuned_th_4,2025-04-25 16:47:16,2025-04-25 16:47:56,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Speech recognition']"
hubble658/v0-qwen,2025-04-15 23:39:42,2025-04-15 23:39:50,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
kukjuhn/output,2025-04-01 01:39:07,2025-04-01 01:39:37,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
fakeid/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-exotic_peckish_grasshopper,2025-04-23 00:19:03,2025-06-06 21:55:05,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
mergekit-community/mergekit-model_stock-odyqbix,2025-04-30 23:20:03,2025-04-30 23:46:19,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by regression']"
RichardErkhov/moneyforward_-_houou-instruction-7b-v3-8bits,2025-04-19 07:11:47,2025-04-19 07:16:03,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Logic programming and answer set programming']"
facebook/pe_core_large_patch14_336_timm,2025-04-25 18:49:46,2025-04-25 22:05:12,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision representations', 'Image representations']"
shanchen/ds-limo-ja-250,2025-04-28 21:50:22,2025-05-09 23:02:45,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Reasoning about belief and knowledge']"
amir74589641/Qwen2.5-0.5B-Instruct-Gensyn-Swarm-chattering_diving_toucan,2025-04-15 22:16:15,2025-05-03 14:43:07,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
mradermacher/Onus-v1-GGUF,2025-05-28 16:52:46,2025-05-28 16:55:13,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
sergioalves/a68c534e-f96e-442f-a65c-c6c193944447,2025-05-28 15:01:32,2025-05-28 16:18:44,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
MrRobotoAI/133,2025-05-19 06:26:52,2025-05-19 17:57:09,"['Computing methodologies', 'Artificial intelligence', 'Search methodologies', 'Heuristic function construction']"
saivineetha/gemma-2-9b-claim-normalization,2025-05-09 10:19:36,2025-05-09 10:19:37,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches']"
yatin-ys/gemma3-nielit-model,2025-05-18 01:55:50,2025-05-18 02:41:25,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Unsupervised learning', 'Cluster analysis']"
BornSaint/Dare_Angel_8B,2025-05-21 01:16:20,2025-05-29 18:10:53,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Ontology engineering']"
LarsMoons/ppo-LunarLander-LarsMoonsV1,2025-05-28 10:53:13,2025-05-28 10:53:30,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Regularization']"
hugohe2003/model,2025-05-15 05:22:03,2025-05-15 05:30:32,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
RekklesAI/Qwen2.5-Coder-32B-Glaive-ToolCall,2025-05-28 00:45:10,2025-05-28 06:11:34,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
Vlad100/Qwen3-32B-abliterated-Q8_0-GGUF,2025-05-05 14:57:24,2025-05-05 15:00:03,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by regression']"
unsloth/Devstral-Small-2505-GGUF,2025-05-21 14:20:05,2025-05-25 03:26:44,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
nereamart/coloreado,2025-05-13 15:51:20,2025-05-13 17:50:13,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
Serialtechlab/mms-tts-div-finetuned-md-f03,2025-05-21 10:22:15,2025-05-21 10:26:01,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning', 'Supervised learning by classification']"
ZennyKenny/Daredevil-8B-abliterated,2025-05-02 18:29:21,2025-05-02 19:19:44,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
kokovova/94729b58-bc7e-4c44-b81c-1761b4286b39,2025-05-02 22:20:18,2025-05-02 22:28:46,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
johnnyd-gensyn/Qwen2.5-0.5B-Instruct-masked_timid_anaconda,2025-05-30 21:25:42,2025-05-30 21:26:41,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Information extraction']"
sorrative/gemma-gozaru-adapter,2025-05-16 08:10:31,2025-05-16 08:35:55,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
pasithbas159/Typhoon2_HII_satellite_v1,2025-05-22 03:49:54,2025-08-11 04:39:46,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
advit/tofu_grad-diff_1e-05_12_600_1234,2025-05-14 22:42:33,2025-05-14 22:42:37,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Machine translation']"
YangXiao-nlp/LIMOPro-LIMO-P,2025-05-26 02:51:46,2025-05-26 04:24:32,"['Computing methodologies', 'Artificial intelligence', 'Knowledge representation and reasoning', 'Logic programming and answer set programming']"
dgambettaphd/M_llm2_gen1_WXS_doc1000_synt64_lr1e-04_acm_FRESH,2025-05-03 23:46:27,2025-05-03 23:46:40,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning settings', 'Batch learning']"
yedi-hu/3_alt_merges_exp_2-exp,2025-05-14 10:15:38,2025-05-14 10:29:36,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing']"
cantillation/Teamim-large-v3-turbo_WeightDecay-0.005_Augmented_date-07-05-2025,2025-05-07 16:18:19,2025-05-09 23:22:16,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Supervised learning']"
davgauch/MNLP_M2_mcqa_model_sft_rationale,2025-05-24 14:53:35,2025-05-24 17:19:34,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
SongJuNN/xlm-r-langdetect-model,2025-05-24 09:37:16,2025-05-24 09:38:00,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
Danteindrex/gpt2-dantegpt2,2025-06-16 12:40:30,2025-06-16 12:41:28,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
eyepyon/judicial-exam-llama3-jp_v2-lora-v2,2025-06-17 03:47:41,2025-06-17 03:47:50,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Natural language generation']"
522H0134-NguyenNhatHuy/DeepSeek-R1-Distill-Qwen-1.5B-SFT,2025-06-11 14:39:38,2025-06-12 09:19:10,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Discourse, dialogue and pragmatics']"
CAMeL-Lab/text-editing-coda,2025-06-03 14:15:25,2025-06-04 14:47:55,"['Computing methodologies', 'Artificial intelligence', 'Natural language processing', 'Language resources']"
volker-mauel/all-minilm-l6-v2-GGUF,2025-06-17 04:55:24,2025-06-17 04:55:29,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Machine learning approaches', 'Neural networks']"
BootesVoid/cmby9kccd034zrdqsdcojt2un_cmc2fddxy003uaqihzkwwafr9,2025-06-18 21:37:02,2025-06-18 21:37:03,"['Computing methodologies', 'Artificial intelligence', 'Control methods']"
mahwizzzz/CAT,2025-06-07 13:30:11,2025-06-24 20:53:15,"['Computing methodologies', 'Artificial intelligence', 'Computer vision', 'Computer vision problems', 'Visual content-based indexing and retrieval']"
New-videos-zara-dar-viral-video-Link/FULL.VIDEO.zara.dar.Viral.Video.Tutorial.Official,2025-06-22 04:02:03,2025-06-22 04:02:21,"['Computing methodologies', 'Artificial intelligence', 'Machine learning', 'Learning paradigms', 'Unsupervised learning', 'Dimensionality reduction and manifold learning']"
